Date,Year,Month,Day,Time,Temperature,Humidity
2022-07-20 08:58:10.509229,2022,7,20,08:58:10,31.0,40.0
2022-07-20 09:13:11.034604,2022,7,20,09:13:11,31.0,40.0
2022-07-20 09:28:14.087827,2022,7,20,09:28:14,31.0,39.0
2022-07-20 09:43:14.613117,2022,7,20,09:43:14,32.0,35.0
2022-07-20 09:58:15.138619,2022,7,20,09:58:15,31.0,40.0
2022-07-20 10:13:18.194807,2022,7,20,10:13:18,31.0,39.0
2022-07-20 10:28:18.720380,2022,7,20,10:28:18,31.0,34.0
2022-07-20 10:43:19.245751,2022,7,20,10:43:19,32.0,39.0
2022-07-20 10:58:19.771152,2022,7,20,10:58:19,32.0,38.0
2022-07-20 11:13:20.296468,2022,7,20,11:13:20,32.0,38.0
2022-07-20 11:28:20.822579,2022,7,20,11:28:20,32.0,38.0
2022-07-20 11:43:21.348144,2022,7,20,11:43:21,32.0,38.0
2022-07-20 11:58:21.873573,2022,7,20,11:58:21,32.0,38.0
2022-07-20 12:13:22.399129,2022,7,20,12:13:22,32.0,37.0
2022-07-20 12:28:22.924914,2022,7,20,12:28:22,32.0,37.0
2022-07-20 12:43:23.450687,2022,7,20,12:43:23,32.0,37.0
2022-07-20 12:58:23.976160,2022,7,20,12:58:23,32.0,37.0
2022-07-20 13:13:24.502088,2022,7,20,13:13:24,32.0,37.0
2022-07-20 13:28:25.027951,2022,7,20,13:28:25,32.0,37.0
2022-07-20 13:43:25.553655,2022,7,20,13:43:25,32.0,37.0
2022-07-20 13:58:26.079500,2022,7,20,13:58:26,32.0,37.0
2022-07-20 14:13:29.135645,2022,7,20,14:13:29,32.0,35.0
2022-07-20 14:28:29.661440,2022,7,20,14:28:29,32.0,30.0
2022-07-20 14:43:30.187325,2022,7,20,14:43:30,32.0,35.0
2022-07-20 14:58:30.713158,2022,7,20,14:58:30,32.0,35.0
2022-07-20 15:13:31.238875,2022,7,20,15:13:31,32.0,33.0
2022-07-20 15:28:31.764222,2022,7,20,15:28:31,32.0,34.0
2022-07-20 15:43:32.289492,2022,7,20,15:43:32,32.0,34.0
2022-07-20 15:58:32.814868,2022,7,20,15:58:32,32.0,34.0
2022-07-20 16:13:33.340387,2022,7,20,16:13:33,32.0,34.0
2022-07-20 16:28:33.865744,2022,7,20,16:28:33,32.0,34.0
2022-07-20 16:43:34.391062,2022,7,20,16:43:34,32.0,34.0
2022-07-20 16:58:34.916545,2022,7,20,16:58:34,32.0,34.0
2022-07-20 17:13:35.441972,2022,7,20,17:13:35,32.0,34.0
2022-07-20 17:28:35.967812,2022,7,20,17:28:35,32.0,34.0
2022-07-20 17:43:36.493626,2022,7,20,17:43:36,32.0,34.0
2022-07-20 17:58:37.019107,2022,7,20,17:58:37,32.0,34.0
2022-07-20 18:13:37.544565,2022,7,20,18:13:37,32.0,36.0
2022-07-20 18:28:38.070084,2022,7,20,18:28:38,32.0,35.0
2022-07-20 18:43:38.595411,2022,7,20,18:43:38,32.0,34.0
2022-07-20 18:58:41.648220,2022,7,20,18:58:41,33.0,37.0
2022-07-20 19:13:42.173557,2022,7,20,19:13:42,33.0,32.0
2022-07-20 19:28:42.699085,2022,7,20,19:28:42,33.0,37.0
2022-07-20 19:43:43.224673,2022,7,20,19:43:43,33.0,38.0
2022-07-20 19:58:43.750127,2022,7,20,19:58:43,33.0,40.0
2022-07-20 20:13:44.275587,2022,7,20,20:13:44,33.0,38.0
2022-07-20 20:28:44.801038,2022,7,20,20:28:44,33.0,38.0
2022-07-20 20:43:45.326191,2022,7,20,20:43:45,33.0,39.0
2022-07-20 20:58:45.851462,2022,7,20,20:58:45,33.0,39.0
2022-07-20 21:13:46.376686,2022,7,20,21:13:46,32.0,42.0
2022-07-20 21:28:46.901890,2022,7,20,21:28:46,32.0,42.0
2022-07-20 21:43:47.427052,2022,7,20,21:43:47,32.0,41.0
2022-07-20 21:58:47.952317,2022,7,20,21:58:47,32.0,43.0
2022-07-20 22:13:48.477714,2022,7,20,22:13:48,32.0,42.0
2022-07-20 22:28:49.003250,2022,7,20,22:28:49,32.0,41.0
2022-07-20 22:43:49.528725,2022,7,20,22:43:49,32.0,39.0
2022-07-20 22:58:50.054279,2022,7,20,22:58:50,32.0,39.0
2022-07-20 23:13:50.579480,2022,7,20,23:13:50,32.0,40.0
2022-07-20 23:28:51.104841,2022,7,20,23:28:51,31.0,42.0
2022-07-20 23:43:51.630068,2022,7,20,23:43:51,31.0,42.0
2022-07-20 23:58:52.155289,2022,7,20,23:58:52,31.0,42.0
2022-07-21 00:13:52.680745,2022,7,21,00:13:52,31.0,43.0
2022-07-21 00:28:53.207226,2022,7,21,00:28:53,32.0,43.0
2022-07-21 00:43:53.733075,2022,7,21,00:43:53,32.0,43.0
2022-07-21 00:58:54.259104,2022,7,21,00:58:54,31.0,43.0
2022-07-21 01:13:54.784490,2022,7,21,01:13:54,32.0,44.0
2022-07-21 01:28:55.309859,2022,7,21,01:28:55,32.0,44.0
2022-07-21 01:43:55.835153,2022,7,21,01:43:55,32.0,44.0
2022-07-21 01:58:56.360671,2022,7,21,01:58:56,31.0,44.0
2022-07-21 02:13:56.886343,2022,7,21,02:13:56,32.0,44.0
2022-07-21 02:28:57.412117,2022,7,21,02:28:57,31.0,45.0
2022-07-21 02:43:57.937892,2022,7,21,02:43:57,32.0,45.0
2022-07-21 02:58:58.463844,2022,7,21,02:58:58,32.0,45.0
2022-07-21 03:13:58.989988,2022,7,21,03:13:58,31.0,46.0
2022-07-21 03:28:59.516012,2022,7,21,03:28:59,31.0,47.0
2022-07-21 03:44:00.041784,2022,7,21,03:44:00,31.0,47.0
2022-07-21 03:59:00.567427,2022,7,21,03:59:00,31.0,46.0
2022-07-21 04:14:01.093028,2022,7,21,04:14:01,31.0,46.0
2022-07-21 04:29:01.618744,2022,7,21,04:29:01,31.0,47.0
2022-07-21 04:44:07.205679,2022,7,21,04:44:07,31.0,42.0
2022-07-21 04:59:07.731512,2022,7,21,04:59:07,31.0,41.0
2022-07-21 05:14:08.257655,2022,7,21,05:14:08,31.0,47.0
2022-07-21 05:29:08.783680,2022,7,21,05:29:08,31.0,46.0
2022-07-21 05:44:09.309624,2022,7,21,05:44:09,31.0,46.0
2022-07-21 05:59:09.835643,2022,7,21,05:59:09,31.0,46.0
2022-07-21 06:14:10.361244,2022,7,21,06:14:10,31.0,46.0
2022-07-21 06:29:10.886828,2022,7,21,06:29:10,31.0,46.0
2022-07-21 06:44:11.412433,2022,7,21,06:44:11,30.0,46.0
2022-07-21 06:59:11.938256,2022,7,21,06:59:11,30.0,47.0
2022-07-21 07:14:12.464222,2022,7,21,07:14:12,30.0,43.0
2022-07-21 07:29:12.990164,2022,7,21,07:29:12,31.0,43.0
2022-07-21 07:44:13.515393,2022,7,21,07:44:13,31.0,43.0
2022-07-21 07:59:14.040744,2022,7,21,07:59:14,30.0,44.0
2022-07-21 08:14:17.093897,2022,7,21,08:14:17,30.0,43.0
2022-07-21 08:29:17.619255,2022,7,21,08:29:17,30.0,38.0
2022-07-21 08:44:18.144811,2022,7,21,08:44:18,30.0,43.0
2022-07-21 08:59:18.670413,2022,7,21,08:59:18,30.0,42.0
2022-07-21 09:14:21.723534,2022,7,21,09:14:21,30.0,42.0
2022-07-21 09:29:22.249138,2022,7,21,09:29:22,30.0,37.0
2022-07-21 09:44:22.774914,2022,7,21,09:44:22,30.0,41.0
2022-07-21 09:59:23.300550,2022,7,21,09:59:23,30.0,41.0
2022-07-21 10:14:23.826000,2022,7,21,10:14:23,30.0,41.0
2022-07-21 10:29:24.351420,2022,7,21,10:29:24,30.0,42.0
2022-07-21 10:44:27.407653,2022,7,21,10:44:27,31.0,42.0
2022-07-21 10:59:27.933044,2022,7,21,10:59:27,31.0,37.0
2022-07-21 11:14:28.458599,2022,7,21,11:14:28,31.0,42.0
2022-07-21 11:29:28.984187,2022,7,21,11:29:28,31.0,42.0
2022-07-21 11:44:32.037290,2022,7,21,11:44:32,31.0,42.0
2022-07-21 11:59:32.562845,2022,7,21,11:59:32,31.0,37.0
2022-07-21 12:14:33.088416,2022,7,21,12:14:33,31.0,42.0
2022-07-21 12:29:33.613927,2022,7,21,12:29:33,31.0,41.0
2022-07-21 12:44:34.139360,2022,7,21,12:44:34,31.0,41.0
2022-07-21 12:59:34.664616,2022,7,21,12:59:34,31.0,42.0
2022-07-21 13:14:35.189901,2022,7,21,13:14:35,31.0,41.0
2022-07-21 13:29:35.715250,2022,7,21,13:29:35,31.0,41.0
2022-07-21 13:44:36.240651,2022,7,21,13:44:36,31.0,41.0
2022-07-21 13:59:36.766086,2022,7,21,13:59:36,31.0,42.0
2022-07-21 14:14:37.291497,2022,7,21,14:14:37,31.0,41.0
2022-07-21 14:29:37.816917,2022,7,21,14:29:37,31.0,41.0
2022-07-21 14:44:38.342353,2022,7,21,14:44:38,31.0,42.0
2022-07-21 14:59:38.867932,2022,7,21,14:59:38,31.0,42.0
2022-07-21 15:14:39.393324,2022,7,21,15:14:39,31.0,41.0
2022-07-21 15:29:39.918755,2022,7,21,15:29:39,31.0,42.0
2022-07-21 15:44:42.971886,2022,7,21,15:44:42,31.0,42.0
2022-07-21 15:59:43.497430,2022,7,21,15:59:43,31.0,37.0
2022-07-21 16:14:44.022844,2022,7,21,16:14:44,30.0,41.0
2022-07-21 16:29:44.548381,2022,7,21,16:29:44,30.0,41.0
2022-07-21 16:44:47.601466,2022,7,21,16:44:47,30.0,41.0
2022-07-21 16:59:48.127014,2022,7,21,16:59:48,30.0,36.0
2022-07-21 17:14:48.652621,2022,7,21,17:14:48,30.0,41.0
2022-07-21 17:29:49.178147,2022,7,21,17:29:49,30.0,41.0
2022-07-21 17:44:49.703505,2022,7,21,17:44:49,30.0,42.0
2022-07-21 17:59:50.229238,2022,7,21,17:59:50,30.0,42.0
2022-07-21 18:14:50.754841,2022,7,21,18:14:50,30.0,42.0
2022-07-21 18:29:51.280433,2022,7,21,18:29:51,30.0,42.0
2022-07-21 18:44:51.805812,2022,7,21,18:44:51,30.0,41.0
2022-07-21 18:59:52.331223,2022,7,21,18:59:52,30.0,41.0
2022-07-21 19:14:52.856663,2022,7,21,19:14:52,30.0,42.0
2022-07-21 19:29:53.382206,2022,7,21,19:29:53,30.0,41.0
2022-07-21 19:44:53.907750,2022,7,21,19:44:53,30.0,41.0
2022-07-21 19:59:54.433032,2022,7,21,19:59:54,30.0,41.0
2022-07-21 20:14:54.958568,2022,7,21,20:14:54,30.0,42.0
2022-07-21 20:29:55.484201,2022,7,21,20:29:55,30.0,41.0
2022-07-21 20:44:56.009533,2022,7,21,20:44:56,29.0,42.0
2022-07-21 20:59:56.535227,2022,7,21,20:59:56,29.0,42.0
2022-07-21 21:14:57.060875,2022,7,21,21:14:57,29.0,42.0
2022-07-21 21:29:57.586455,2022,7,21,21:29:57,29.0,42.0
2022-07-21 21:44:58.111743,2022,7,21,21:44:58,29.0,42.0
2022-07-21 21:59:58.637283,2022,7,21,21:59:58,29.0,42.0
2022-07-21 22:14:59.162837,2022,7,21,22:14:59,29.0,42.0
2022-07-21 22:29:59.688380,2022,7,21,22:29:59,29.0,42.0
2022-07-21 22:45:00.213939,2022,7,21,22:45:00,29.0,42.0
2022-07-21 23:00:00.739370,2022,7,21,23:00:00,29.0,42.0
2022-07-21 23:15:01.264616,2022,7,21,23:15:01,29.0,42.0
2022-07-21 23:30:01.789821,2022,7,21,23:30:01,29.0,42.0
2022-07-21 23:45:02.315129,2022,7,21,23:45:02,29.0,42.0
2022-07-22 00:00:02.840374,2022,7,22,00:00:02,29.0,42.0
2022-07-22 00:15:03.365638,2022,7,22,00:15:03,29.0,42.0
2022-07-22 00:30:03.890854,2022,7,22,00:30:03,28.0,41.0
2022-07-22 00:45:04.416161,2022,7,22,00:45:04,28.0,41.0
2022-07-22 01:00:04.941371,2022,7,22,01:00:04,28.0,41.0
2022-07-22 01:15:05.466827,2022,7,22,01:15:05,28.0,42.0
2022-07-22 01:30:05.992383,2022,7,22,01:30:05,28.0,42.0
2022-07-22 01:45:06.517536,2022,7,22,01:45:06,28.0,41.0
2022-07-22 02:00:07.042708,2022,7,22,02:00:07,28.0,41.0
2022-07-22 02:15:07.567887,2022,7,22,02:15:07,28.0,42.0
2022-07-22 02:30:10.623346,2022,7,22,02:30:10,28.0,42.0
2022-07-22 02:45:11.148791,2022,7,22,02:45:11,28.0,36.0
2022-07-22 03:00:14.204665,2022,7,22,03:00:14,28.0,42.0
2022-07-22 03:15:14.729925,2022,7,22,03:15:14,28.0,36.0
2022-07-22 03:30:17.785140,2022,7,22,03:30:17,28.0,42.0
2022-07-22 03:45:18.310399,2022,7,22,03:45:18,28.0,36.0
2022-07-22 04:00:18.835552,2022,7,22,04:00:18,28.0,36.0
2022-07-22 04:15:19.360854,2022,7,22,04:15:19,28.0,42.0
2022-07-22 04:30:19.886113,2022,7,22,04:30:19,28.0,42.0
2022-07-22 04:45:20.411399,2022,7,22,04:45:20,28.0,42.0
2022-07-22 05:00:20.936922,2022,7,22,05:00:20,27.0,41.0
2022-07-22 05:15:21.462491,2022,7,22,05:15:21,27.0,41.0
2022-07-22 05:30:24.515288,2022,7,22,05:30:24,27.0,41.0
2022-07-22 05:45:25.040778,2022,7,22,05:45:25,27.0,36.0
2022-07-22 06:00:25.566206,2022,7,22,06:00:25,27.0,41.0
2022-07-22 06:15:26.091651,2022,7,22,06:15:26,27.0,41.0
2022-07-22 06:30:29.147918,2022,7,22,06:30:29,27.0,41.0
2022-07-22 06:45:32.203764,2022,7,22,06:45:32,27.0,41.0
2022-07-22 07:00:32.729168,2022,7,22,07:00:32,27.0,36.0
2022-07-22 07:15:35.782171,2022,7,22,07:15:35,27.0,41.0
2022-07-22 07:30:36.307550,2022,7,22,07:30:36,27.0,36.0
2022-07-22 07:45:36.833025,2022,7,22,07:45:36,27.0,41.0
2022-07-22 08:00:37.358571,2022,7,22,08:00:37,27.0,41.0
2022-07-22 08:15:37.884072,2022,7,22,08:15:37,27.0,41.0
2022-07-22 08:30:38.409754,2022,7,22,08:30:38,27.0,41.0
2022-07-22 08:45:38.935188,2022,7,22,08:45:38,27.0,41.0
2022-07-22 09:00:39.460687,2022,7,22,09:00:39,27.0,41.0
2022-07-22 09:15:39.986109,2022,7,22,09:15:39,27.0,41.0
2022-07-22 09:30:40.511378,2022,7,22,09:30:40,27.0,41.0
2022-07-22 09:45:41.036884,2022,7,22,09:45:41,27.0,41.0
2022-07-22 10:00:41.562376,2022,7,22,10:00:41,27.0,41.0
2022-07-22 10:15:42.087635,2022,7,22,10:15:42,27.0,40.0
2022-07-22 10:30:42.612936,2022,7,22,10:30:42,27.0,40.0
2022-07-22 10:45:48.196973,2022,7,22,10:45:48,28.0,35.0
2022-07-22 11:00:48.722529,2022,7,22,11:00:48,28.0,35.0
2022-07-22 11:15:49.247966,2022,7,22,11:15:49,28.0,41.0
2022-07-22 11:30:49.773134,2022,7,22,11:30:49,28.0,40.0
2022-07-22 11:45:50.298435,2022,7,22,11:45:50,28.0,40.0
2022-07-22 12:00:50.823864,2022,7,22,12:00:50,28.0,40.0
2022-07-22 12:15:51.349058,2022,7,22,12:15:51,28.0,40.0
2022-07-22 12:30:51.874196,2022,7,22,12:30:51,28.0,40.0
2022-07-22 12:45:52.399356,2022,7,22,12:45:52,28.0,40.0
2022-07-22 13:00:55.452216,2022,7,22,13:00:55,28.0,40.0
2022-07-22 13:15:55.977602,2022,7,22,13:15:55,28.0,35.0
2022-07-22 13:30:56.502933,2022,7,22,13:30:56,28.0,40.0
2022-07-22 13:45:57.028194,2022,7,22,13:45:57,28.0,40.0
2022-07-22 14:00:57.553258,2022,7,22,14:00:57,28.0,40.0
2022-07-22 14:15:58.078413,2022,7,22,14:15:58,28.0,40.0
2022-07-22 14:30:58.603536,2022,7,22,14:30:58,28.0,40.0
2022-07-22 14:45:59.128720,2022,7,22,14:45:59,28.0,40.0
2022-07-22 15:00:59.653745,2022,7,22,15:00:59,28.0,40.0
2022-07-22 15:16:00.178894,2022,7,22,15:16:00,28.0,40.0
2022-07-22 15:31:00.703987,2022,7,22,15:31:00,28.0,40.0
2022-07-22 15:46:01.229294,2022,7,22,15:46:01,28.0,40.0
2022-07-22 16:01:01.754620,2022,7,22,16:01:01,28.0,40.0
2022-07-22 16:16:02.279917,2022,7,22,16:16:02,28.0,41.0
2022-07-22 16:31:02.805305,2022,7,22,16:31:02,28.0,40.0
2022-07-22 16:46:03.330739,2022,7,22,16:46:03,28.0,41.0
2022-07-22 17:01:03.856015,2022,7,22,17:01:03,28.0,40.0
2022-07-22 17:16:04.381262,2022,7,22,17:16:04,28.0,40.0
2022-07-22 17:31:04.906346,2022,7,22,17:31:04,28.0,40.0
2022-07-22 17:46:05.431526,2022,7,22,17:46:05,28.0,40.0
2022-07-22 18:01:05.956719,2022,7,22,18:01:05,28.0,40.0
2022-07-22 18:16:06.481985,2022,7,22,18:16:06,28.0,40.0
2022-07-22 18:31:07.007523,2022,7,22,18:31:07,28.0,41.0
2022-07-22 18:46:07.532644,2022,7,22,18:46:07,28.0,41.0
2022-07-22 19:01:08.057727,2022,7,22,19:01:08,28.0,40.0
2022-07-22 19:16:08.582927,2022,7,22,19:16:08,28.0,40.0
2022-07-22 19:31:09.108137,2022,7,22,19:31:09,28.0,40.0
2022-07-22 19:46:09.633506,2022,7,22,19:46:09,28.0,41.0
2022-07-22 20:01:10.158829,2022,7,22,20:01:10,28.0,41.0
2022-07-22 20:16:10.684098,2022,7,22,20:16:10,28.0,41.0
2022-07-22 20:31:11.209538,2022,7,22,20:31:11,27.0,40.0
2022-07-22 20:46:11.734991,2022,7,22,20:46:11,27.0,40.0
2022-07-22 21:01:12.260072,2022,7,22,21:01:12,28.0,41.0
2022-07-22 21:16:12.785251,2022,7,22,21:16:12,27.0,40.0
2022-07-22 21:31:13.310444,2022,7,22,21:31:13,27.0,40.0
2022-07-22 21:46:13.835791,2022,7,22,21:46:13,27.0,40.0
2022-07-22 22:01:14.361322,2022,7,22,22:01:14,27.0,40.0
2022-07-22 22:16:14.886925,2022,7,22,22:16:14,27.0,40.0
2022-07-22 22:31:15.412474,2022,7,22,22:31:15,27.0,41.0
2022-07-22 22:46:15.937933,2022,7,22,22:46:15,27.0,41.0
2022-07-22 23:01:16.463524,2022,7,22,23:01:16,27.0,41.0
2022-07-22 23:16:16.989062,2022,7,22,23:16:16,27.0,41.0
2022-07-22 23:31:20.044803,2022,7,22,23:31:20,27.0,41.0
2022-07-22 23:46:20.570254,2022,7,22,23:46:20,27.0,35.0
2022-07-23 00:01:21.095502,2022,7,23,00:01:21,27.0,41.0
2022-07-23 00:16:21.620731,2022,7,23,00:16:21,27.0,41.0
2022-07-23 00:31:22.146098,2022,7,23,00:31:22,27.0,41.0
2022-07-23 00:46:22.671470,2022,7,23,00:46:22,27.0,41.0
2022-07-23 01:01:23.196968,2022,7,23,01:01:23,27.0,41.0
